Date (UTC)	Transaction ID	Customer ID	Subscription ID	Total	Currency
1/1/24 22:22	in_1OTts1I9Qa85Sr7C8rdL0YtL	cus_NmU1aGd6TtSpU2	sub_1N355nI9Qa85Sr7CWw5FrS7I	5500	usd
1/1/24 22:30	in_1OTu0EI9Qa85Sr7CP2olDHPh	cus_NRrst2xahu6bAj	sub_1Mgy9pI9Qa85Sr7CKwRXvDIH	499	usd
1/1/24 22:48	in_1OTuHbI9Qa85Sr7CRdA0Jvgo	cus_KhAyxeajxAM0SQ	sub_1KRYZkI9Qa85Sr7CVD6LJw99	3000	usd
1/1/24 23:06	in_1OTuYyI9Qa85Sr7Cp3yXrBfV	cus_OaC4l0k5E4VGWk		640000	usd
1/1/24 23:22	in_1OTuoeI9Qa85Sr7C56F3J0N0	cus_M1I7HU7T3Aud7Y		40000	usd
1/1/24 23:29	in_1OTuvDI9Qa85Sr7CZ4stQq8e	cus_M1I7HU7T3Aud7Y	sub_1LJHUJI9Qa85Sr7CF7ohqKkd	5000	usd
1/1/24 23:29	in_1OTuv1I9Qa85Sr7CxkajV3ej	cus_M1I7HU7T3Aud7Y	sub_1M7c2uI9Qa85Sr7Cdi67aT2m	5000	usd
1/1/24 23:44	in_1OTv9OI9Qa85Sr7CaZvayV2h	cus_PIDOyH7zX8po6T	sub_1OTv9OI9Qa85Sr7CUbkfJdoe	1000	usd
1/2/24 0:37	in_1OTvywI9Qa85Sr7CcSSbt5P3	cus_NdXyST3xqnooba	sub_1NqMy5I9Qa85Sr7CXeKU2Z9J	242.1	usd
1/2/24 0:38	in_1OTvzsI9Qa85Sr7CGVBzE7LU	cus_PIWxBPkiyy2jDn	sub_1OTvzsI9Qa85Sr7CvOMl3lHv	2000	usd
1/2/24 2:10	in_1OTxQuI9Qa85Sr7ChszhMSBK	cus_Likblvb5zFe8GD	sub_1L1J7kI9Qa85Sr7Cad2rB4tf	2299	usd
1/2/24 4:07	in_1OTzGHI9Qa85Sr7CAsAlEr8X	cus_MM9QytyClnf3sw	sub_1LdR9MI9Qa85Sr7CHmwvWWOY	499	usd
1/2/24 4:30	in_1OTzcOI9Qa85Sr7C7fcDOCnv	cus_NoS5r8U9zYX531	sub_1OTzcOI9Qa85Sr7ChouE9rKV	27413	usd
1/2/24 4:42	in_1OTzodI9Qa85Sr7CVkONH4lh	cus_Oi97d6nDNCbnqK	sub_1NwGDCI9Qa85Sr7CJpoPlgaH	1467.77	usd
1/2/24 5:05	in_1OU0AVI9Qa85Sr7Cj5ah3pyi	cus_NHT8xFZ5HiutVR	sub_1MrxU7I9Qa85Sr7CZrqDwQlb	807	usd
1/2/24 5:10	in_1OU0FXI9Qa85Sr7ClMgefpJG	cus_NdE7SaLVWnAQA4	sub_1MsGaKI9Qa85Sr7CjTcIocpe	269	usd
1/2/24 5:11	in_1OU0GEI9Qa85Sr7CSMs9npRJ	cus_NdE7SaLVWnAQA4	sub_1MsGZyI9Qa85Sr7CRr7GPrmU	1299	usd
1/2/24 5:20	in_1OU0OjI9Qa85Sr7CuTO3GEtD	cus_Jm7BvUhR1VxX1F	sub_JmDDibhzIjJ1YS	499	usd
1/2/24 6:11	in_1OU1CjI9Qa85Sr7CqUIwCy0P	cus_LFFtHg9WMO9rHK	sub_1KYlOpI9Qa85Sr7CuLYYxNpe	59	usd
1/2/24 8:53	in_1OU3jDI9Qa85Sr7CcH5OKiZP	cus_OjESJEyNxD0HaL	sub_1Nwhs8I9Qa85Sr7CdSztCY9B	59	usd
1/2/24 9:11	in_1OU40TI9Qa85Sr7CjS1ICJUE	cus_LMLPu3BnHtYRAK	sub_1LSH7WI9Qa85Sr7C7wLJKYtP	499	usd
1/2/24 9:16	in_1OU45iI9Qa85Sr7CuefWQoID	cus_IJcOEfhx294Oju	sub_IJcOjTgPc5iq02	59	usd
1/2/24 10:50	in_1OU5XxI9Qa85Sr7CMwhqFMUR	cus_Jxu6EWFrZKrP3P	sub_JxuXjt3s9P8WGA	499	usd
1/2/24 11:37	in_1OU6HdI9Qa85Sr7CX0anwTkQ	cus_MLoTUhxFjg4d5W	sub_1LoQTJI9Qa85Sr7CjmuraYZo	499	usd
1/2/24 14:23	in_1OU8sqI9Qa85Sr7CHc07SmKv	cus_LFNpxRizqNpbSu	sub_1KYt5HI9Qa85Sr7CCh2aky5f	59	usd
1/2/24 14:45	in_1OU9DQI9Qa85Sr7CEzs4MC5Q	cus_HOO8eDNwlLZpnb	sub_HOO8wJHquwrMq4	250	usd
1/2/24 15:01	in_1OU9SwI9Qa85Sr7CORG2HE4t	cus_J2ezMMkSM6j7jm	sub_J2f2z92DLqmEFi	499	usd
1/2/24 15:38	in_1OUA3FI9Qa85Sr7CdY56tqzu	cus_LFP1C37ENpPFOg	sub_1KYuFOI9Qa85Sr7CKbwYu68W	499	usd
1/2/24 16:03	in_1OUAROI9Qa85Sr7CcTAdJIIZ	cus_NS8sU6jHLAU69w	sub_1MhEaxI9Qa85Sr7C5Yi9jVe6	499	usd
1/2/24 16:33	in_1OUAtxI9Qa85Sr7CF9NdcdlE	cus_Np08vlUhX8vcPr	sub_1N3M8AI9Qa85Sr7CXrVxDNJk	499	usd
1/2/24 16:40	in_1OUB1JI9Qa85Sr7CBETwFLNb	cus_IUyKyfooS9WEUs	sub_IUyK6ZqmASP1nq	499	usd
1/2/24 16:41	in_1OUB2FI9Qa85Sr7C992eoxX6	cus_MjCOaC4ImHaajq	sub_1LzjzfI9Qa85Sr7CyKn8gb7p	499	usd
1/2/24 17:39	in_1OUBwLI9Qa85Sr7CHm9EOzNz	cus_MRHsjTEI56fSCn	sub_1NEbwRI9Qa85Sr7CEecPXX1c	269	usd
1/2/24 17:43	in_1OUBzWI9Qa85Sr7CwDv2fb8l	cus_JPYPAwOu4pXZ2w	sub_JPYPc5kIWMygi7	499	usd
1/2/24 17:55	in_1OUCBhI9Qa85Sr7Csd16yymQ	cus_P6Tmbam806nnVF	sub_1OIGvDI9Qa85Sr7CrGMaGk4j	4335.53	usd
1/2/24 17:56	in_1OUCCKI9Qa85Sr7CnGbUfzmI	cus_O0dPbzp5XaQel0	sub_1NEcCfI9Qa85Sr7C8z2Omxl2	499	usd
1/2/24 18:13	in_1OUCTRI9Qa85Sr7CRDHZo6wT	cus_Mu9Bs3N98sRTHg	sub_1MAdjRI9Qa85Sr7C66B4a3he	59	usd
1/2/24 18:15	in_1OUCUkI9Qa85Sr7CUcjxJ4VA	cus_KWSNWTEOU9b0bY	sub_1JrRUzI9Qa85Sr7CGUwDMuUt	499	usd
1/2/24 18:19	in_1OUCZ7I9Qa85Sr7CMTwVquWJ	cus_NSAyWczAckgzEo	sub_1MhGiNI9Qa85Sr7CE54X5XEZ	499	usd
1/2/24 18:28	in_1OUChrI9Qa85Sr7C9QENq4Jv	cus_GTVQ3JEJZj5Qzq	sub_GTVQRBM1BRAacE	59	usd
1/2/24 18:42	in_1OUCvOI9Qa85Sr7CcW7x6Ys1	cus_KGMZzKUlsDP346	sub_1LoX7kI9Qa85Sr7CXbUfa15D	499	usd
1/2/24 19:00	in_1OUDCcI9Qa85Sr7C7RIbYa4x	cus_OaaHr7x1rbpJU4	sub_1NnkF3I9Qa85Sr7CyKv30PZk	43921.8	usd
1/2/24 19:23	in_1OUDYvI9Qa85Sr7CaMsqyAke	cus_MjEyD5L8QCVxbW	sub_1LzmWYI9Qa85Sr7CWnP286pn	499	usd
1/2/24 19:57	in_1OUE5jI9Qa85Sr7Cg5XmsJT2	cus_NmU1aGd6TtSpU2		7500	usd
1/2/24 20:36	in_1OUEh4I9Qa85Sr7CdI8rP8lr	cus_MAnO2GmOh4uVXM	sub_1LSRo5I9Qa85Sr7CqLoO7mnP	499	usd
1/2/24 21:00	in_1OUF4VI9Qa85Sr7CnIAhnNfC	cus_IJnjzLXbu6VJgT	sub_IJnjiuFwhJL035	499	usd
1/2/24 21:07	in_1OUFBZI9Qa85Sr7Cl5bk3zA5	cus_JbCzpBDdfxWaHN	sub_JbDiHYxo4K3jhW	499	usd
1/2/24 21:10	in_1OUFE0I9Qa85Sr7CH4FZtDpn	cus_IsGfVAVESXDlpS	sub_IsGfDvGq99nTwP	499	usd
1/2/24 21:14	in_1OUFIGI9Qa85Sr7CQ2WQHCXr	cus_KtO9nPRbThGuuR	sub_1KDbNlI9Qa85Sr7CNW8HOE8B	499	usd
1/2/24 21:29	in_1OUFX8I9Qa85Sr7CYBKlj1Ev	cus_NLMQ902cWpZSV9	sub_1OUFX8I9Qa85Sr7Cqz9dDCCN	0	usd
1/2/24 22:20	in_1OUGJdI9Qa85Sr7CeOHH7aCE	cus_8ZCppjxhVqeDvJ	sub_A7Tbd6hZgJa0eY	0	usd
1/2/24 23:05	in_1OUH1fI9Qa85Sr7CbOYdU7Wg	cus_P7GNRnHiJcfKL0	sub_1OJ2EkI9Qa85Sr7CrntnEIpB	499	usd
1/2/24 23:47	in_1OUHgaI9Qa85Sr7ClaN0ZaLZ	cus_JP2AM2YWTW2fcy	sub_JPeJkISdbK2vi4	499	usd
1/3/24 2:05	in_1OUJpsI9Qa85Sr7CWBVWl52M	cus_IsLQ2kmohJDuW5	sub_IsLQdDupXX2KRc	499	usd
1/3/24 4:51	in_1OUMQmI9Qa85Sr7CUU3jziS7	cus_OC2o9bmWXoU3TF	sub_1NPej0I9Qa85Sr7CrXdIy2Qy	499	usd
1/3/24 5:46	in_1OUNHQI9Qa85Sr7CwMQ1eJ2L	cus_K9oq2dktWhNXdD	sub_K9orjD7MIhd3jW	499	usd
1/3/24 6:55	in_1OUOM3I9Qa85Sr7CtySrWj2v	cus_JPlAA6vL7z2okD	sub_JPlCD3zz9vtrkD	269	usd
1/3/24 7:07	in_1OUOXvI9Qa85Sr7CZQK5nPdn	cus_KtXh97Hb7Fi7Bb	sub_1KDkcvI9Qa85Sr7CAMcmMcCO	499	usd
1/3/24 7:14	in_1OUOfAI9Qa85Sr7COW0JehyN	cus_MlL2XtzyueWFA4	sub_1MM4hhI9Qa85Sr7CG8wdhEjW	59	usd
1/3/24 7:47	in_1OUPAWI9Qa85Sr7C1BxwgYaR	cus_O6rb7l6K8s8vk5	sub_1NPhTCI9Qa85Sr7CybXjGfde	499	usd
1/3/24 8:13	in_1OUPaGI9Qa85Sr7CKEpQqZyW	cus_OvKRhpAY0DANm6	sub_1O8IV6I9Qa85Sr7Chp8X3aw1	499	usd
1/3/24 8:41	in_1OUQ1EI9Qa85Sr7CK3YnKDDp	cus_HD3UaeL52DtCPW	sub_HD3UX8fDjfULzW	499	usd
1/3/24 9:46	in_1OUR1oI9Qa85Sr7C8Ect7p0w	cus_KB5t1Vas7jI0w9	sub_1Jrg2gI9Qa85Sr7CLtgUqrhy	1299	usd
1/3/24 10:27	in_1OURfWI9Qa85Sr7CcymSi2UW	cus_NSQTGp4DM93AAK	sub_1MhVpgI9Qa85Sr7CN9KyCvaD	499	usd
1/3/24 11:57	in_1OUT4XI9Qa85Sr7Cjz3WssKi	cus_J2zH1lJMEYCwr7	sub_J2zIrj8LY3zSJS	499	usd
1/3/24 12:40	in_1OUTkAI9Qa85Sr7C5DpPsmRA	cus_OaGykHM6HVSy5j	sub_1Nx7tNI9Qa85Sr7C5VcHxJHs	499	usd
1/3/24 13:18	in_1OUULBI9Qa85Sr7C8zahzErr	cus_GfPdFBevWSl1uO	sub_GfPdzY2FFrAHH3	899	usd
1/3/24 13:27	in_1OUUTYI9Qa85Sr7CVyPXz6Yr	cus_IufoGTK2xcpNQv	sub_J30kinTC9VtCzY	499	usd
1/3/24 13:38	in_1OUUeJI9Qa85Sr7CXQxEL9e2	cus_GfPx5NHJNMmgA2	sub_GfPxH1lT82tr03	2300	usd
1/3/24 14:28	in_1OUVQfI9Qa85Sr7COT04m8fa	cus_M2n1L6nbXYNiff	sub_1N3gejI9Qa85Sr7CVSubAl3d	1299	usd
1/3/24 14:48	in_1OUVjoI9Qa85Sr7CQ21d0FGC	cus_JO6a5GS8i6060l	sub_JPspo8pyqDYmzW	499	usd
1/3/24 15:09	in_1OUW42I9Qa85Sr7C4MQV5e8E	cus_HOlkKP987WhCYn	sub_HOlkOBcdaTn4ik	250	usd
1/3/24 15:15	in_1OUWABI9Qa85Sr7CwFIuDYny	cus_Lccg4kU9Ozb8Xw	sub_1KvNRQI9Qa85Sr7CRIjbjJDv	531.93	usd
1/3/24 15:25	in_1OUWJvI9Qa85Sr7COwFn7gk3	cus_OwFpkmjsi76WF5	sub_1O8PEkI9Qa85Sr7CLRptz1Ys	499	usd
1/3/24 15:37	in_1OUWW1I9Qa85Sr7C5iYr3309	cus_NpMR9ufFkbvwnh	sub_1N3hjpI9Qa85Sr7CzIjeCyi3	499	usd
1/3/24 15:49	in_1OUWhGI9Qa85Sr7CJE0lY5mo	cus_N6PYGinTSUzl0e	sub_1MMCjxI9Qa85Sr7CiAe5K8is	499	usd
1/3/24 16:22	in_1OUXDVI9Qa85Sr7CCFNghjgl	cus_LL97GVL9dXljhI	sub_1NxBMqI9Qa85Sr7CjkTqyYBC	59	usd
1/3/24 16:26	in_1OUXGtI9Qa85Sr7Ci6dBSYDo	cus_H1wDNwIX3wRazy	sub_H1wDhNwCsUzmF5	269	usd
1/3/24 16:33	in_1OUXNZI9Qa85Sr7CBkrA36uJ	cus_MuWShioMxv04Bw	sub_1MMDPfI9Qa85Sr7COprAaJ9Q	531.93	usd
1/3/24 16:44	in_1OUXYZI9Qa85Sr7Cqcj22hqJ	cus_N6QRWszzte5GRS	sub_1MMDbII9Qa85Sr7CBrfQJYh3	499	usd
1/3/24 17:07	in_1OUXuvI9Qa85Sr7C2vAhCUVT	cus_OkhQT7QW7g8EUw	sub_1NxC3wI9Qa85Sr7CRn0b3r8z	499	usd
1/3/24 17:16	in_1OUY3nI9Qa85Sr7CiMsm710M	cus_J34EcCZ5Prx74Q	sub_J34R5GvvsJw5Tm	499	usd
1/3/24 17:19	in_1OUY6EI9Qa85Sr7CMqhriL2j	cus_LoGe6Wcj1lDS5H	sub_1L6e8pI9Qa85Sr7CfvgSrrkF	499	usd
1/3/24 17:19	in_1OUY61I9Qa85Sr7CMu9QwhtE	cus_L9rG3QKG1iOyaf	sub_1MhcFUI9Qa85Sr7Cd45iLeu8	499	usd
1/3/24 17:24	in_1OUYBII9Qa85Sr7CrO8KSwgt	cus_OOf0kYIyDAKYVv	sub_1NmK1oI9Qa85Sr7CCxJ2xHOh	499	usd
1/3/24 17:58	in_1OUYi5I9Qa85Sr7CZGZl6dhr	cus_IVMn9p9F7pDZqw	sub_IVMnUlNXLIx9pO	250	usd
1/3/24 18:05	in_1OUYopI9Qa85Sr7CrEfEJGaQ	cus_JbXzuP5avBchFL	sub_JbY0a1Y9n19lri	499	usd
1/3/24 18:23	in_1OUZ5oI9Qa85Sr7CVdgHGVTx	cus_JbYHJuU16Iqrt1	sub_JbYIfdkBTjXgxE	59	usd
1/3/24 18:35	in_1OUZHkI9Qa85Sr7CsSEfqbjE	cus_MT5V9tF83PJjy8	sub_1LotTYI9Qa85Sr7CO0dyhdoE	499	usd
1/3/24 19:33	in_1OUaBYI9Qa85Sr7CMk1QtRaK	cus_ONswJQCFMvHycB	sub_1Nb7G1I9Qa85Sr7CleGRzuT8	0	usd
1/3/24 19:50	in_1OUaSQI9Qa85Sr7C5i8lTfV9	cus_JyQRWLHZNP1bUt	sub_JyQTxvK9nNWtAc	269	usd
1/3/24 20:08	in_1OUajYI9Qa85Sr7CEDeSDHQn	cus_MjcwOrvq3ueA2A	sub_1M09hDI9Qa85Sr7CVwEsIV9A	499	usd
1/3/24 20:51	in_1OUbP1I9Qa85Sr7Cc5j6Xumb	cus_LQNqCDspKBY6TR	sub_1KjX7yI9Qa85Sr7CdTG78Acf	6123	usd
1/3/24 21:13	in_1OUbkUI9Qa85Sr7CosYfN6ui	cus_NSb6STf6SPbnGc	sub_1MhfucI9Qa85Sr7C6GyyNAf6	499	usd
1/3/24 21:57	in_1OUcQuI9Qa85Sr7CC8hfcX6K	cus_PJEdlDmZ47f2D8	sub_1OUcQuI9Qa85Sr7CwC4oKCbD	499	usd
1/3/24 22:03	in_1OUcWnI9Qa85Sr7CF791bzJr	cus_JPzZxL3GJ5FH63	sub_JPzpMyDqpG9RyC	499	usd
1/3/24 22:17	in_1OUckxI9Qa85Sr7C0RFsAvlp	cus_Bhcjz82cTbG0Zu	sub_Bhcj0mCGwuzZ5e	59	usd
1/3/24 22:19	in_1OUcmUI9Qa85Sr7CDe5MEjF8	cus_IKCEQFZgDdkk18	sub_IKCEK3WdS2dA5X	250	usd
1/3/24 22:51	in_1OUdHoI9Qa85Sr7Coc0TZEur	cus_LciQV7OaVs2UaF	sub_1KvUYoI9Qa85Sr7CGBrcq6Aa	2299	usd
1/3/24 23:02	in_1OUdSVI9Qa85Sr7CvWR2V6rB	cus_NAVSevy57iGGGx	sub_1MXYGnI9Qa85Sr7CxZabz7cb	499	usd
1/4/24 2:50	in_1OUh0qI9Qa85Sr7COghRJuNV	cus_Gfcj9eAOazbbDe	sub_GfcjsXGVhZfhYa	269	usd
1/4/24 4:21	in_1OUiQdI9Qa85Sr7Cvguuo5Wh	cus_NKZsQrG8B9sXA4	sub_1MZumrI9Qa85Sr7CQyZEMnPt	3507	usd
1/4/24 5:59	in_1OUjxRI9Qa85Sr7C8J1JbPW8	cus_FBtSxS1022g7bo	sub_FBtSG5WTdLA3Vu	59	usd
1/4/24 7:29	in_1OUlMuI9Qa85Sr7CmafscvYV	cus_HlsKA4013zsRJS	sub_HlsKkTisquqhKP	499	usd
1/4/24 7:33	in_1OUlRDI9Qa85Sr7C6AnOTaGQ	cus_HlsPKOX0CWitUO	sub_HlsPl3Y6XupLu8	499	usd
1/4/24 7:47	in_1OUlebI9Qa85Sr7CxzZXa03g	cus_LzjSDYmee1DCH0	sub_1LHk0BI9Qa85Sr7CiSgy9ocD	499	usd
1/4/24 8:03	in_1OUltKI9Qa85Sr7Coqo0qeFA	cus_NeNX0gncIFuduQ	sub_1Mt4p3I9Qa85Sr7CJH2pUBqC	269	usd
1/4/24 8:44	in_1OUmXUI9Qa85Sr7Cd2IxHD3V	cus_OZhnsFiMWjNCPz	sub_1NmYNsI9Qa85Sr7Cfl7WTNWQ	499	usd
1/4/24 9:24	in_1OUnAVI9Qa85Sr7ClPMJfVxh	cus_LhpxziE0W3nb1Z	sub_1Lp7LwI9Qa85Sr7CIIUsRz7E	59	usd
1/4/24 10:36	in_1OUoHMI9Qa85Sr7CFIJsKRNk	cus_NeOnuXBrSsQeUk	sub_1Mt7DCI9Qa85Sr7CW822MijN	269	usd
1/4/24 11:04	in_1OUoj6I9Qa85Sr7CJ5CqX6qs	cus_KR7ioJgrPLCpvX	sub_1JmFTeI9Qa85Sr7CgBgh2nBy	4547.01	usd
1/4/24 11:23	in_1OUp14I9Qa85Sr7CjNCOiLfL	cus_N6iNbKWT7iEi2h	sub_1MMV3gI9Qa85Sr7CtdHplWIe	499	usd
1/4/24 12:00	in_1OUpbbI9Qa85Sr7Ck2CEH1rX	cus_MLAlrw93qUNj8M	sub_1M0OYvI9Qa85Sr7CAayfZ2oD	499	usd
1/4/24 12:26	in_1OUq0BI9Qa85Sr7CHWpMRiqm	cus_FBzhw4tuWy2utv	sub_FBzh41SZWvIitT	269	usd
1/4/24 13:28	in_1OUqy7I9Qa85Sr7CJyWBNu4G	cus_O1JalW13Wzk9Kj	sub_1NFGyjI9Qa85Sr7CUf06UHH4	499	usd
